radius,angle,strength,density,velocity,entry latitude,entry longitude,bearing
85.91663835716568,34.35030970481796,1605433.611393766,1800.575641270506,29342.6106423975,55.33188176714497,-1.6846438930858674,290.81684436405743
68.24119192336862,39.2610228888039,2397205.205338284,2265.83781619176,18492.86717052994,55.36026138227366,-1.6827335078639534,289.38279869505436
71.00868438821668,26.661238561741943,1289355.2827637768,3135.6618466609075,19874.07691687317,55.37907346004629,-1.6773627417002503,289.5287426389412
87.64083079790473,31.59331213385917,3588006.154061878,3186.815657699705,25302.85396482388,55.37348599098067,-1.7270172305668627,289.21837119310277
82.12460085039253,19.521610309297827,2979239.35216833,2350.0236748644056,16433.114105188386,55.35604408162796,-1.6589944271724517,290.32360060288966
80.45486435087845,32.79213824888531,2640295.7150133555,2287.885677069634,22535.95369284135,55.33684757005692,-1.6674565409099296,286.845987214595
70.46310055739842,29.138893822787676,3421397.0804435033,1992.6717313368547,18981.150865625834,55.33963476332276,-1.6633556993685188,289.82442530362846
91.62245147022298,31.57377749425993,1213840.7267534798,1569.4408472935047,15945.591344200682,55.40566698254385,-1.6644432472329638,291.9908631719258
124.72901316490879,31.883539055876724,2153444.6919070827,1508.909372028613,20483.437621325524,55.358808697010524,-1.749483912762597,290.88261132234754
62.49639856802359,29.924604087674414,2528832.6707214317,2273.371316951371,20282.064518275198,55.33225075932161,-1.7124206032984586,288.419712509067
100.02427806061371,32.19402821809054,2756142.863867168,1290.7026668572817,20340.81726947213,55.34726907233455,-1.6741809223890827,289.5384087756819
107.97369942439013,32.299210140426624,1288264.2911521562,2742.31125060091,15851.126275112905,55.38846896889043,-1.6917434896635175,291.188971434926
61.96914205104998,28.386841784483966,2033798.0856241027,2042.6179498352362,16475.978103781483,55.39578386393045,-1.7271197383936063,288.73996502130774
61.64243734060766,31.22560756712955,2358086.549968384,3113.206309628317,26959.237977162604,55.35245453651004,-1.7032335255379123,289.16605514533137
97.2416974975346,27.3636436985274,1479526.2650987718,2042.9184630961358,18608.573039628645,55.38168989921668,-1.7022054780186264,290.0862798660263
83.49066011351466,35.81134163833122,3132412.181048316,2698.8380411803987,12402.69747061231,55.348588352029914,-1.7202251836588462,289.3726232186603
78.69702864914265,31.302107724405666,2244623.2644019746,2451.991783670581,22418.98366768548,55.35433036251415,-1.719157805602358,290.98539910239975
162.51262725512865,22.946533504451818,1981053.5429686832,2744.4214485178263,24547.73381861142,55.344244886224914,-1.6853714606399226,289.6654879510503
84.41130409800576,26.29826626208718,2573132.5547905522,2034.7958851539806,28498.895028410774,55.37876961635988,-1.7195013756107294,290.4636480592787
55.88961331573698,29.137443289769433,839786.5081523472,3135.8186820033225,17464.133795230362,55.33640559309226,-1.7362832854451362,289.98428585894163
107.17515075695012,34.181600770014626,1967924.5000990012,1540.1807469761059,30480.03640213941,55.35154759058207,-1.7032464884616334,290.6481311840318
96.66936497329841,28.559767235163665,1663638.5295388869,2624.737753615783,21825.133486084753,55.37844401760631,-1.7049020014192102,290.5160744407949
54.44232830555038,24.55130386909333,2016624.2561435832,1933.2833339691422,24257.95207433472,55.37968467454668,-1.679065426484296,289.92914277809746
109.52398874481935,31.725319785665185,2258426.715569859,2714.0565366823685,18652.380295815896,55.385181537534066,-1.756409748210095,291.42237465410153
116.52826111120142,32.496528725130595,1697339.656822933,2274.5022283902163,21609.04452214696,55.32534376001391,-1.7144593916725206,291.1828429173801
70.35663919069121,34.82573977622291,1125507.11805842,1424.9465356973046,19497.655759029807,55.33195471570709,-1.7047838156850865,291.8948920265747
87.89713865631498,27.243879800359625,1173884.088556363,2668.447239609897,16532.52041175144,55.345983244172615,-1.7405826667726723,290.06189401028115
99.81689964709223,40.579978229094586,2331684.4458170193,1966.0365668333782,21842.050188243542,55.325256028108065,-1.692092563038136,291.70925141384873
134.9797049027209,39.0991173522671,2852289.2717865007,2883.8972231109437,23392.102794569448,55.35176399598373,-1.6297392977193235,290.36395685307536
116.82763609325399,29.987822116400658,1652431.7300538868,2166.6497121578186,23246.35298461847,55.359999325528726,-1.715963423433397,287.4647303819994
89.11963965717936,27.54845874539152,2141406.254376327,2645.275174570703,32189.390796097574,55.34251262660428,-1.7027421315118463,291.6234709768865
127.53535758157803,32.03205506158096,2561428.170763055,3416.618006043191,17073.44932763045,55.32364517474242,-1.7372032709248284,290.72598480775105
89.03195428558823,35.58414151033669,2310221.7401751857,2782.773552634458,20666.582160374244,55.33430557842286,-1.7322282545294625,291.36073895494144
94.72084121239924,24.74252292959835,1757784.0570710234,1984.8011252572526,14053.546385730071,55.3730209468573,-1.7353101700829474,291.7584187845737
138.83203572612476,22.048842850074607,2669454.475847815,2256.5633255362877,24069.297202713995,55.39072039003726,-1.746935103494716,290.0023776230949
78.77524237447597,30.380782384014065,492881.23822144954,3268.285191527671,23939.6801593178,55.354945198506584,-1.6712760257690091,289.8375775917777
126.08069159112975,39.41264080849172,3008092.139671852,1937.0978246832854,20476.97008053139,55.34434439090038,-1.7246805550246394,290.96310790219223
106.7394583496221,31.13520906168002,3437785.9283820097,2924.8328622903214,20010.534623016367,55.367123838340014,-1.6807429670521772,288.9103075650299
80.63470719000871,36.53379426783001,2005933.7261698574,2146.817186150668,28815.94600668866,55.37973830520792,-1.7515685471132874,291.69264221111246
110.88459157920767,30.072400549871922,2640875.9863836262,2678.1922602214636,29596.4245831106,55.346561620664914,-1.7110556904928766,289.8781062408661
98.62042026792352,31.198727344871404,707914.3856377394,3387.481344999518,19556.060951958523,55.35020145086125,-1.6671204446047265,288.4916271514877
61.19703363753715,32.82344548050055,2510232.003879168,1525.7227165807108,22813.084400975054,55.36369303534593,-1.7303571239120086,290.1603626323723
84.5659842224031,28.35263247818754,2938161.1103647463,1624.3079342423348,15528.353210217556,55.313081052595315,-1.69277905535485,288.16303197560444
107.00711273904065,32.16334979151663,1756366.7999246079,2154.8777478451098,26446.387182319453,55.363462224392194,-1.6878053517471312,289.34617525562294
64.56866336744565,29.912781884011796,2161220.9745221753,1856.0326251814497,17377.599468609726,55.35068324423447,-1.7038246782644209,289.4008908041952
79.52234184901442,31.37555113406752,1422500.0486484945,2744.0001910768065,29163.38628037468,55.333883659587904,-1.6979520319723516,289.3136134054627
62.03935821826291,23.799580291071784,2275278.386935102,3177.2867634268646,15759.871214449358,55.32272453818725,-1.6867396086486066,289.01469632994235
106.39221815774744,22.69757002563105,2104962.0578618445,1588.6154259393654,27133.94532656018,55.35738369374487,-1.7016441404165987,289.0909435319283
112.629211514004,32.073246432886116,503796.3476606478,2450.5243449825807,25429.066434627413,55.3353992655445,-1.7098517926537127,289.7436736359961
103.12083003170402,33.466506705604665,1866417.639274965,1979.0533097262453,31322.334321803777,55.34499616335947,-1.707846303918499,290.87173913521707
66.3152601501375,30.749400252363277,1904623.5788744967,2574.791930501192,26097.74161674714,55.36783488832078,-1.70658813785747,291.8947738576025
52.6260647353745,30.597226761335552,878252.9388944914,1131.529808113652,21238.27662367548,55.32874755794984,-1.6841125487687858,291.2715444476017
87.36001933185989,27.582146163010865,1792625.9918336505,3111.555670009548,26162.986881785622,55.352270994816465,-1.7132831089066203,290.3572368117807
93.00343040046064,29.961586152071433,1291051.3745045082,2800.0847718352607,21167.232842919024,55.360976095096625,-1.699647124106798,289.1743822205335
100.40481543229792,34.48030219836773,978809.8709796845,2718.971702888386,20802.822549405784,55.37881151399733,-1.6841433783163426,288.8207841985139
140.24418474686726,36.442095568343255,2017307.0964590518,1321.678300037862,17135.778865145745,55.37049704537463,-1.7127305910374422,289.2382366766107
76.30488967133083,30.986813165479056,1809028.226784591,3089.585733951706,21812.983986220064,55.34356665335979,-1.6862737212016354,289.067346917784
92.40039262320819,25.769486173881827,3606376.569616317,2870.890658620398,14996.753592292724,55.40694716168933,-1.655528477015443,288.96301962045294
96.2896633314059,31.295725585750773,1279381.5486121762,3460.292840254434,18613.57588108044,55.32481411637216,-1.6750047178391196,287.05962275235225
93.89560714172278,24.922421306395464,2820710.968873159,2526.649985732288,12531.788387420513,55.35070034578544,-1.6828546180454447,289.00455259015206
79.39041242879229,29.930932076449402,1478359.3641213581,3422.2147917455572,21078.186601780457,55.36998016136985,-1.7241231779599413,291.63939066738754
89.60407241488845,29.562315220528006,1367758.3440030126,2923.755453597749,17575.57524364311,55.309471427139876,-1.689274064970065,289.91741861697784
86.91215926086126,27.568168582095304,1465950.2905109578,1630.6440100340476,17482.984516239,55.341845584820895,-1.6740642898496014,290.0344873026452
124.76497562713242,24.650629131332522,2615117.8418532796,1811.6267649184392,18029.549315857053,55.36743600775483,-1.67390491414334,290.12906258673206
66.53988712773887,38.417869804358745,1702498.4729739507,1462.0303381430567,21794.841232329545,55.33925524056498,-1.6833328146268014,289.43900832087184
90.94963555123257,34.193762365188206,2851196.6316309487,2115.887213735933,13147.133705770011,55.31741137826595,-1.7118089584487577,294.6307497936052
139.24550305220058,43.26346305388418,1166403.8503204996,2701.080168021386,15604.206434857037,55.3097746655303,-1.7120243760403024,288.328988312062
78.71644628207883,35.967120698999985,2855461.9448986794,1958.3968944714836,14259.389014315902,55.32911250398798,-1.7116825818817483,291.03706630712446
88.85189189845882,27.144932293099778,497165.133175414,2597.0918790521523,16940.312268816397,55.37134194306715,-1.6742890728729651,289.53788330834954
98.80736313732906,33.446065274573705,1732001.8667150773,2726.411628078859,24838.125652353443,55.34698238488377,-1.7189473289948582,288.92518231053003
116.37007294206313,35.50663469212984,1741813.8355253981,1539.3187046563269,21598.397668962007,55.33086964191671,-1.7263733540016148,289.29137247139016
123.41403341602695,35.794964417172395,3033717.4743589633,3639.559069267051,19159.976368468313,55.36255239562437,-1.7040264298860508,291.35327943813627
60.146877678589085,35.18843173891962,2904529.8328992403,3644.5114933122663,17847.25692130081,55.3640696067477,-1.7377333822066907,290.5037200464035
63.1164282961843,32.25418744992914,984371.0309216068,3074.6448804585484,27115.640971014625,55.33815457954842,-1.6648200604002235,288.769810194676
104.81015995021153,20.36024221883561,1885319.345385102,3062.6008618789056,22233.921599702102,55.3444024532398,-1.6860440550045281,290.64796983513173
91.34910836309666,34.040482833740796,1492079.4082006328,2754.2525907477075,12546.511216726216,55.33046434202973,-1.693219579722588,288.4077557835457
67.66383796802344,34.482094520352945,2542863.0221739374,2278.669933405459,25073.832077551717,55.351679980556085,-1.6996961250897336,290.2567038647573
119.30478629550807,31.730220994698417,2591098.8627820523,2879.1995608835723,19453.713144481368,55.3674111312199,-1.674646978215487,289.2363377267039
83.31891947524325,20.164420176034476,2723505.476622862,2198.946135418579,24038.55159886565,55.31359148234232,-1.6718244222073526,288.61619687079184
88.98543395024971,29.65361760301836,2595385.525784204,3509.1737606784795,16706.934396950448,55.33861961653872,-1.718018846381983,287.8549971168461
113.28101893972091,26.234182989803706,3400586.5648733233,2195.7504321709253,15719.104043801075,55.33963865466062,-1.745453728082304,289.0780160684687
80.61515990745677,32.90901657429542,2389384.6037263987,2891.775152965332,28236.710366800275,55.38040034713841,-1.7299885001252988,290.59749450046144
74.1528531532518,38.59206139568828,741488.4601710496,3008.9198874452954,24979.534949554676,55.36106871855613,-1.6960950754526527,290.97251788379623
57.69217796983788,30.82148286858358,2829139.457891131,3164.5227024705273,32865.36345524949,55.3746001209814,-1.6949711704559192,287.3890565054744
86.09105119975382,29.61701389269945,2567373.6489573256,1740.57570330349,14782.101441487379,55.34223892529749,-1.7387636914912328,289.2005213535634
76.30429753154836,30.707477781000357,1717996.1404853393,2411.2564226040495,26444.644702482896,55.33391729407301,-1.675959567589137,288.92345402456306
64.174038883598,30.801831225287234,1341563.6834949038,2659.1277047977883,23857.755711867263,55.30797245753336,-1.6743902213638344,291.06392341207527
73.03686709236227,27.71475053242271,1357717.967398899,2198.2183209586183,17828.73370578329,55.3275665786269,-1.7055092726987329,290.9459186982709
69.97460806542502,32.327350779557364,1694621.7675188615,1853.6406515036078,29682.122880877112,55.374084332850025,-1.6831473820313174,289.6763203956133
98.7617414204099,27.317085430962386,1780658.1920967535,3553.0704359743086,20114.06885974644,55.37017752110505,-1.6996930169117592,289.32097548386383
90.46762520397954,24.32646724043636,2531775.9439842408,2117.428371050651,21227.16107280883,55.32207539060722,-1.7371866078743552,289.7422002224429
116.44828436390183,23.825723141823854,2273677.04337597,2754.544352804257,32770.43958207317,55.32556012013669,-1.7025067794766608,289.07021192291535
